"","Ob","Type","MPG.highway","AirBags","DriveTrain","Cylinders","EngineSize","Horsepower","RPM","Rev.per.mile","Man.trans.avail","Fuel.tank.capacity","Passengers","Length","Wheelbase","Width","Turn.circle","Rear.seat.room","Luggage.room","Weight","Origin","Make","PriceNew","average","level1","level2","level3","level4","level5","level6","level7","level8"
"328",180,"Small",33,"Driver only","Front","4",1.6,110,6000,2435,"Yes",13.2,5,170,96,66,33,26,12,2545,"non-USA","Nissan Sentra",12049.02796,12870.1153615385,1,0,0,0,0,0,0,0
"329",1159,"Small",33,"Driver only","Front","4",1.6,110,6000,2435,"Yes",13.2,5,170,96,66,33,26,12,2545,"non-USA","Nissan Sentra",12049.02796,12870.1153615385,1,0,0,0,0,0,0,0
"330",198,"Small",33,"Driver only","Front","4",1.6,110,6000,2435,"Yes",13.2,5,170,96,66,33,26,12,2545,"non-USA","Nissan Sentra",12086.30673,12870.1153615385,1,0,0,0,0,0,0,0
"331",1321,"Small",33,"Driver only","Front","4",1.6,110,6000,2435,"Yes",13.2,5,170,96,66,33,26,12,2545,"non-USA","Nissan Sentra",13218.18949,12870.1153615385,1,0,0,0,0,0,0,0
"332",874,"Small",33,"Driver only","Front","4",1.6,110,6000,2435,"Yes",13.2,5,170,96,66,33,26,12,2545,"non-USA","Nissan Sentra",13395.6677,12870.1153615385,1,0,0,0,0,0,0,0
"333",1354,"Small",33,"Driver only","Front","4",1.6,110,6000,2435,"Yes",13.2,5,170,96,66,33,26,12,2545,"non-USA","Nissan Sentra",13395.6677,12870.1153615385,1,0,0,0,0,0,0,0
"334",247,"Small",33,"Driver only","Front","4",1.6,110,6000,2435,"Yes",13.2,5,170,96,66,33,26,12,2545,"non-USA","Nissan Sentra",13625.15745,12870.1153615385,1,0,0,0,0,0,0,0
"335",875,"Small",33,"Driver only","Front","4",1.6,110,6000,2435,"Yes",13.2,5,170,96,66,33,26,12,2545,"non-USA","Nissan Sentra",13749.53324,12870.1153615385,1,0,0,0,0,0,0,0
"336",338,"Small",33,"Driver only","Front","4",1.6,110,6000,2435,"Yes",13.2,5,170,96,66,33,26,12,2545,"non-USA","Nissan Sentra",13833.16585,12870.1153615385,1,0,0,0,0,0,0,0
"337",1380,"Small",33,"Driver only","Front","4",1.6,110,6000,2435,"Yes",13.2,5,170,96,66,33,26,12,2545,"non-USA","Nissan Sentra",14851.13552,12870.1153615385,1,0,0,0,0,0,0,0
"338",728,"Compact",27,"None","Front","4",2.3,96,4200,2805,"Yes",15.9,5,177,100,68,39,27.5,13,2690,"USA","Ford Tempo",10532.917,13169.7629544444,1,0,0,0,0,0,0,0
"339",876,"Compact",27,"None","Front","4",2.3,96,4200,2805,"Yes",15.9,5,177,100,68,39,27.5,13,2690,"USA","Ford Tempo",11238.33741,13169.7629544444,1,0,0,0,0,0,0,0
"340",339,"Compact",27,"None","Front","4",2.3,96,4200,2805,"Yes",15.9,5,177,100,68,39,27.5,13,2690,"USA","Ford Tempo",11477.79776,13169.7629544444,1,0,0,0,0,0,0,0
"341",805,"Compact",27,"None","Front","4",2.3,96,4200,2805,"Yes",15.9,5,177,100,68,39,27.5,13,2690,"USA","Ford Tempo",11477.79776,13169.7629544444,1,0,0,0,0,0,0,0
"342",485,"Compact",27,"None","Front","4",2.3,96,4200,2805,"Yes",15.9,5,177,100,68,39,27.5,13,2690,"USA","Ford Tempo",12474.21863,13169.7629544444,1,0,0,0,0,0,0,0
"343",1116,"Compact",27,"None","Front","4",2.3,96,4200,2805,"Yes",15.9,5,177,100,68,39,27.5,13,2690,"USA","Ford Tempo",12474.21863,13169.7629544444,1,0,0,0,0,0,0,0
"344",442,"Compact",27,"None","Front","4",2.3,96,4200,2805,"Yes",15.9,5,177,100,68,39,27.5,13,2690,"USA","Ford Tempo",12710.59428,13169.7629544444,1,0,0,0,0,0,0,0
"345",446,"Compact",27,"None","Front","4",2.3,96,4200,2805,"Yes",15.9,5,177,100,68,39,27.5,13,2690,"USA","Ford Tempo",12867.58047,13169.7629544444,1,0,0,0,0,0,0,0
"346",904,"Compact",27,"None","Front","4",2.3,96,4200,2805,"Yes",15.9,5,177,100,68,39,27.5,13,2690,"USA","Ford Tempo",12867.58047,13169.7629544444,1,0,0,0,0,0,0,0
"347",1479,"Compact",27,"None","Front","4",2.3,96,4200,2805,"Yes",15.9,5,177,100,68,39,27.5,13,2690,"USA","Ford Tempo",13032.65364,13169.7629544444,1,0,0,0,0,0,0,0
"348",1117,"Compact",27,"None","Front","4",2.3,96,4200,2805,"Yes",15.9,5,177,100,68,39,27.5,13,2690,"USA","Ford Tempo",13185.50157,13169.7629544444,1,0,0,0,0,0,0,0
"349",689,"Compact",27,"None","Front","4",2.3,96,4200,2805,"Yes",15.9,5,177,100,68,39,27.5,13,2690,"USA","Ford Tempo",13650.58525,13169.7629544444,1,0,0,0,0,0,0,0
"350",1497,"Compact",27,"None","Front","4",2.3,96,4200,2805,"Yes",15.9,5,177,100,68,39,27.5,13,2690,"USA","Ford Tempo",13953.10902,13169.7629544444,1,0,0,0,0,0,0,0
"351",1268,"Compact",27,"None","Front","4",2.3,96,4200,2805,"Yes",15.9,5,177,100,68,39,27.5,13,2690,"USA","Ford Tempo",14528.18754,13169.7629544444,1,0,0,0,0,0,0,0
"352",612,"Compact",27,"None","Front","4",2.3,96,4200,2805,"Yes",15.9,5,177,100,68,39,27.5,13,2690,"USA","Ford Tempo",15088.28247,13169.7629544444,1,0,0,0,0,0,0,0
"353",993,"Compact",27,"None","Front","4",2.3,96,4200,2805,"Yes",15.9,5,177,100,68,39,27.5,13,2690,"USA","Ford Tempo",15088.28247,13169.7629544444,1,0,0,0,0,0,0,0
"354",1428,"Compact",27,"None","Front","4",2.3,96,4200,2805,"Yes",15.9,5,177,100,68,39,27.5,13,2690,"USA","Ford Tempo",15088.28247,13169.7629544444,1,0,0,0,0,0,0,0
"355",737,"Compact",27,"None","Front","4",2.3,96,4200,2805,"Yes",15.9,5,177,100,68,39,27.5,13,2690,"USA","Ford Tempo",15319.80634,13169.7629544444,1,0,0,0,0,0,0,0
"356",13,"Small",46,"Driver only","Front","4",1.5,102,5900,2650,"Yes",11.9,4,173,103,67,36,28,12,2350,"non-USA","Honda Civic",10983.33393,13579.956152,1,0,0,0,0,0,0,0
"357",773,"Small",46,"Driver only","Front","4",1.5,102,5900,2650,"Yes",11.9,4,173,103,67,36,28,12,2350,"non-USA","Honda Civic",11404.49826,13579.956152,1,0,0,0,0,0,0,0
"358",1126,"Small",46,"Driver only","Front","4",1.5,102,5900,2650,"Yes",11.9,4,173,103,67,36,28,12,2350,"non-USA","Honda Civic",13000.8266,13579.956152,1,0,0,0,0,0,0,0
"359",328,"Small",46,"Driver only","Front","4",1.5,102,5900,2650,"Yes",11.9,4,173,103,67,36,28,12,2350,"non-USA","Honda Civic",13063.963,13579.956152,1,0,0,0,0,0,0,0
"360",583,"Small",46,"Driver only","Front","4",1.5,102,5900,2650,"Yes",11.9,4,173,103,67,36,28,12,2350,"non-USA","Honda Civic",13208.98288,13579.956152,1,0,0,0,0,0,0,0
"361",1109,"Small",46,"Driver only","Front","4",1.5,102,5900,2650,"Yes",11.9,4,173,103,67,36,28,12,2350,"non-USA","Honda Civic",13351.35169,13579.956152,1,0,0,0,0,0,0,0
"362",258,"Small",46,"Driver only","Front","4",1.5,102,5900,2650,"Yes",11.9,4,173,103,67,36,28,12,2350,"non-USA","Honda Civic",13375.18051,13579.956152,1,0,0,0,0,0,0,0
"363",1404,"Small",46,"Driver only","Front","4",1.5,102,5900,2650,"Yes",11.9,4,173,103,67,36,28,12,2350,"non-USA","Honda Civic",13464.46483,13579.956152,1,0,0,0,0,0,0,0
"364",131,"Small",46,"Driver only","Front","4",1.5,102,5900,2650,"Yes",11.9,4,173,103,67,36,28,12,2350,"non-USA","Honda Civic",14141.6189,13579.956152,1,0,0,0,0,0,0,0
"365",587,"Small",46,"Driver only","Front","4",1.5,102,5900,2650,"Yes",11.9,4,173,103,67,36,28,12,2350,"non-USA","Honda Civic",14141.6189,13579.956152,1,0,0,0,0,0,0,0
"366",750,"Small",46,"Driver only","Front","4",1.5,102,5900,2650,"Yes",11.9,4,173,103,67,36,28,12,2350,"non-USA","Honda Civic",14281.09247,13579.956152,1,0,0,0,0,0,0,0
"367",1378,"Small",46,"Driver only","Front","4",1.5,102,5900,2650,"Yes",11.9,4,173,103,67,36,28,12,2350,"non-USA","Honda Civic",14281.09247,13579.956152,1,0,0,0,0,0,0,0
"368",426,"Small",46,"Driver only","Front","4",1.5,102,5900,2650,"Yes",11.9,4,173,103,67,36,28,12,2350,"non-USA","Honda Civic",14398.26304,13579.956152,1,0,0,0,0,0,0,0
"369",181,"Small",46,"Driver only","Front","4",1.5,102,5900,2650,"Yes",11.9,4,173,103,67,36,28,12,2350,"non-USA","Honda Civic",14476.91822,13579.956152,1,0,0,0,0,0,0,0
"370",834,"Small",46,"Driver only","Front","4",1.5,102,5900,2650,"Yes",11.9,4,173,103,67,36,28,12,2350,"non-USA","Honda Civic",16126.13658,13579.956152,1,0,0,0,0,0,0,0
"371",873,"Small",33,"None","Front","4",1.5,92,6000,2505,"Yes",13.2,5,174,98,66,36,26.5,11,2295,"USA","Eagle Summit",11605.83826,13621.27871,1,0,0,0,0,0,0,0
"372",1254,"Small",33,"None","Front","4",1.5,92,6000,2505,"Yes",13.2,5,174,98,66,36,26.5,11,2295,"USA","Eagle Summit",11914.09677,13621.27871,1,0,0,0,0,0,0,0
"373",822,"Small",33,"None","Front","4",1.5,92,6000,2505,"Yes",13.2,5,174,98,66,36,26.5,11,2295,"USA","Eagle Summit",12406.03253,13621.27871,1,0,0,0,0,0,0,0
"374",410,"Small",33,"None","Front","4",1.5,92,6000,2505,"Yes",13.2,5,174,98,66,36,26.5,11,2295,"USA","Eagle Summit",12628.85545,13621.27871,1,0,0,0,0,0,0,0
"375",139,"Small",33,"None","Front","4",1.5,92,6000,2505,"Yes",13.2,5,174,98,66,36,26.5,11,2295,"USA","Eagle Summit",12667.0028,13621.27871,1,0,0,0,0,0,0,0
"376",513,"Small",33,"None","Front","4",1.5,92,6000,2505,"Yes",13.2,5,174,98,66,36,26.5,11,2295,"USA","Eagle Summit",12667.0028,13621.27871,1,0,0,0,0,0,0,0
"377",557,"Small",33,"None","Front","4",1.5,92,6000,2505,"Yes",13.2,5,174,98,66,36,26.5,11,2295,"USA","Eagle Summit",12667.0028,13621.27871,1,0,0,0,0,0,0,0
"378",694,"Small",33,"None","Front","4",1.5,92,6000,2505,"Yes",13.2,5,174,98,66,36,26.5,11,2295,"USA","Eagle Summit",13608.55488,13621.27871,1,0,0,0,0,0,0,0
"379",924,"Small",33,"None","Front","4",1.5,92,6000,2505,"Yes",13.2,5,174,98,66,36,26.5,11,2295,"USA","Eagle Summit",13608.55488,13621.27871,1,0,0,0,0,0,0,0
"380",1433,"Small",33,"None","Front","4",1.5,92,6000,2505,"Yes",13.2,5,174,98,66,36,26.5,11,2295,"USA","Eagle Summit",13608.55488,13621.27871,1,0,0,0,0,0,0,0
"381",21,"Small",33,"None","Front","4",1.5,92,6000,2505,"Yes",13.2,5,174,98,66,36,26.5,11,2295,"USA","Eagle Summit",13648.4726,13621.27871,1,0,0,0,0,0,0,0
"382",257,"Small",33,"None","Front","4",1.5,92,6000,2505,"Yes",13.2,5,174,98,66,36,26.5,11,2295,"USA","Eagle Summit",14115.70941,13621.27871,1,0,0,0,0,0,0,0
"383",772,"Small",33,"None","Front","4",1.5,92,6000,2505,"Yes",13.2,5,174,98,66,36,26.5,11,2295,"USA","Eagle Summit",14210.66232,13621.27871,1,0,0,0,0,0,0,0
"384",270,"Small",33,"None","Front","4",1.5,92,6000,2505,"Yes",13.2,5,174,98,66,36,26.5,11,2295,"USA","Eagle Summit",14374.86398,13621.27871,1,0,0,0,0,0,0,0
"385",530,"Small",33,"None","Front","4",1.5,92,6000,2505,"Yes",13.2,5,174,98,66,36,26.5,11,2295,"USA","Eagle Summit",14584.55333,13621.27871,1,0,0,0,0,0,0,0
"386",820,"Small",33,"None","Front","4",1.5,92,6000,2505,"Yes",13.2,5,174,98,66,36,26.5,11,2295,"USA","Eagle Summit",14584.55333,13621.27871,1,0,0,0,0,0,0,0
"387",1243,"Small",33,"None","Front","4",1.5,92,6000,2505,"Yes",13.2,5,174,98,66,36,26.5,11,2295,"USA","Eagle Summit",14584.55333,13621.27871,1,0,0,0,0,0,0,0
"388",155,"Small",33,"None","Front","4",1.5,92,6000,2505,"Yes",13.2,5,174,98,66,36,26.5,11,2295,"USA","Eagle Summit",14596.682,13621.27871,1,0,0,0,0,0,0,0
"389",335,"Small",33,"None","Front","4",1.5,92,6000,2505,"Yes",13.2,5,174,98,66,36,26.5,11,2295,"USA","Eagle Summit",14596.682,13621.27871,1,0,0,0,0,0,0,0
"390",1229,"Small",33,"None","Front","4",1.5,92,6000,2505,"Yes",13.2,5,174,98,66,36,26.5,11,2295,"USA","Eagle Summit",14596.682,13621.27871,1,0,0,0,0,0,0,0
"391",602,"Small",33,"None","Front","4",1.5,92,6000,2505,"Yes",13.2,5,174,98,66,36,26.5,11,2295,"USA","Eagle Summit",14771.94256,13621.27871,1,0,0,0,0,0,0,0
"392",897,"Sporty",36,"Driver only","Front","4",1.6,90,5400,3250,"Yes",12.4,4,164,97,67,37,24.5,11,2475,"non-USA","Geo Storm",12579.77957,13978.9201507692,0,1,0,0,0,0,0,0
"393",129,"Sporty",36,"Driver only","Front","4",1.6,90,5400,3250,"Yes",12.4,4,164,97,67,37,24.5,11,2475,"non-USA","Geo Storm",12823.42725,13978.9201507692,0,1,0,0,0,0,0,0
"394",372,"Sporty",36,"Driver only","Front","4",1.6,90,5400,3250,"Yes",12.4,4,164,97,67,37,24.5,11,2475,"non-USA","Geo Storm",13233.71818,13978.9201507692,0,1,0,0,0,0,0,0
"395",537,"Sporty",36,"Driver only","Front","4",1.6,90,5400,3250,"Yes",12.4,4,164,97,67,37,24.5,11,2475,"non-USA","Geo Storm",14165.05258,13978.9201507692,0,1,0,0,0,0,0,0
"396",184,"Sporty",36,"Driver only","Front","4",1.6,90,5400,3250,"Yes",12.4,4,164,97,67,37,24.5,11,2475,"non-USA","Geo Storm",14175.59085,13978.9201507692,0,1,0,0,0,0,0,0
"397",793,"Sporty",36,"Driver only","Front","4",1.6,90,5400,3250,"Yes",12.4,4,164,97,67,37,24.5,11,2475,"non-USA","Geo Storm",14175.59085,13978.9201507692,0,1,0,0,0,0,0,0
"398",969,"Sporty",36,"Driver only","Front","4",1.6,90,5400,3250,"Yes",12.4,4,164,97,67,37,24.5,11,2475,"non-USA","Geo Storm",14261.48528,13978.9201507692,0,1,0,0,0,0,0,0
"399",1291,"Sporty",36,"Driver only","Front","4",1.6,90,5400,3250,"Yes",12.4,4,164,97,67,37,24.5,11,2475,"non-USA","Geo Storm",14261.48528,13978.9201507692,0,1,0,0,0,0,0,0
"400",718,"Sporty",36,"Driver only","Front","4",1.6,90,5400,3250,"Yes",12.4,4,164,97,67,37,24.5,11,2475,"non-USA","Geo Storm",14366.23915,13978.9201507692,0,1,0,0,0,0,0,0
"401",864,"Sporty",36,"Driver only","Front","4",1.6,90,5400,3250,"Yes",12.4,4,164,97,67,37,24.5,11,2475,"non-USA","Geo Storm",14366.23915,13978.9201507692,0,1,0,0,0,0,0,0
"402",1045,"Sporty",36,"Driver only","Front","4",1.6,90,5400,3250,"Yes",12.4,4,164,97,67,37,24.5,11,2475,"non-USA","Geo Storm",14439.11794,13978.9201507692,0,1,0,0,0,0,0,0
"403",1107,"Sporty",36,"Driver only","Front","4",1.6,90,5400,3250,"Yes",12.4,4,164,97,67,37,24.5,11,2475,"non-USA","Geo Storm",14439.11794,13978.9201507692,0,1,0,0,0,0,0,0
"404",1190,"Sporty",36,"Driver only","Front","4",1.6,90,5400,3250,"Yes",12.4,4,164,97,67,37,24.5,11,2475,"non-USA","Geo Storm",14439.11794,13978.9201507692,0,1,0,0,0,0,0,0
"405",125,"Compact",31,"None","Front","4",2.3,155,6000,2380,"No",15.2,5,188,103,67,39,28,14,2910,"USA","Oldsmobile Achieva",12368.80153,14634.93875,0,1,0,0,0,0,0,0
"406",1136,"Compact",31,"None","Front","4",2.3,155,6000,2380,"No",15.2,5,188,103,67,39,28,14,2910,"USA","Oldsmobile Achieva",12368.80153,14634.93875,0,1,0,0,0,0,0,0
"407",263,"Compact",31,"None","Front","4",2.3,155,6000,2380,"No",15.2,5,188,103,67,39,28,14,2910,"USA","Oldsmobile Achieva",13604.49293,14634.93875,0,1,0,0,0,0,0,0
"408",558,"Compact",31,"None","Front","4",2.3,155,6000,2380,"No",15.2,5,188,103,67,39,28,14,2910,"USA","Oldsmobile Achieva",13604.49293,14634.93875,0,1,0,0,0,0,0,0
"409",1071,"Compact",31,"None","Front","4",2.3,155,6000,2380,"No",15.2,5,188,103,67,39,28,14,2910,"USA","Oldsmobile Achieva",13708.34759,14634.93875,0,1,0,0,0,0,0,0
"410",33,"Compact",31,"None","Front","4",2.3,155,6000,2380,"No",15.2,5,188,103,67,39,28,14,2910,"USA","Oldsmobile Achieva",14058.45474,14634.93875,0,1,0,0,0,0,0,0
"411",523,"Compact",31,"None","Front","4",2.3,155,6000,2380,"No",15.2,5,188,103,67,39,28,14,2910,"USA","Oldsmobile Achieva",14097.88906,14634.93875,0,1,0,0,0,0,0,0
"412",28,"Compact",31,"None","Front","4",2.3,155,6000,2380,"No",15.2,5,188,103,67,39,28,14,2910,"USA","Oldsmobile Achieva",14283.01773,14634.93875,0,1,0,0,0,0,0,0
"413",521,"Compact",31,"None","Front","4",2.3,155,6000,2380,"No",15.2,5,188,103,67,39,28,14,2910,"USA","Oldsmobile Achieva",14283.01773,14634.93875,0,1,0,0,0,0,0,0
"414",1221,"Compact",31,"None","Front","4",2.3,155,6000,2380,"No",15.2,5,188,103,67,39,28,14,2910,"USA","Oldsmobile Achieva",14295.78244,14634.93875,0,1,0,0,0,0,0,0
"415",1310,"Compact",31,"None","Front","4",2.3,155,6000,2380,"No",15.2,5,188,103,67,39,28,14,2910,"USA","Oldsmobile Achieva",14683.59665,14634.93875,0,1,0,0,0,0,0,0
"416",353,"Compact",31,"None","Front","4",2.3,155,6000,2380,"No",15.2,5,188,103,67,39,28,14,2910,"USA","Oldsmobile Achieva",14805.83638,14634.93875,0,1,0,0,0,0,0,0
"417",380,"Compact",31,"None","Front","4",2.3,155,6000,2380,"No",15.2,5,188,103,67,39,28,14,2910,"USA","Oldsmobile Achieva",14823.65942,14634.93875,0,1,0,0,0,0,0,0
"418",384,"Compact",31,"None","Front","4",2.3,155,6000,2380,"No",15.2,5,188,103,67,39,28,14,2910,"USA","Oldsmobile Achieva",14823.65942,14634.93875,0,1,0,0,0,0,0,0
"419",742,"Compact",31,"None","Front","4",2.3,155,6000,2380,"No",15.2,5,188,103,67,39,28,14,2910,"USA","Oldsmobile Achieva",14823.65942,14634.93875,0,1,0,0,0,0,0,0
"420",100,"Compact",31,"None","Front","4",2.3,155,6000,2380,"No",15.2,5,188,103,67,39,28,14,2910,"USA","Oldsmobile Achieva",15063.71413,14634.93875,0,1,0,0,0,0,0,0
"421",1040,"Compact",31,"None","Front","4",2.3,155,6000,2380,"No",15.2,5,188,103,67,39,28,14,2910,"USA","Oldsmobile Achieva",15143.40169,14634.93875,0,1,0,0,0,0,0,0
"422",754,"Compact",31,"None","Front","4",2.3,155,6000,2380,"No",15.2,5,188,103,67,39,28,14,2910,"USA","Oldsmobile Achieva",15285.38631,14634.93875,0,1,0,0,0,0,0,0
"423",1156,"Compact",31,"None","Front","4",2.3,155,6000,2380,"No",15.2,5,188,103,67,39,28,14,2910,"USA","Oldsmobile Achieva",15453.79256,14634.93875,0,1,0,0,0,0,0,0
"424",437,"Compact",31,"None","Front","4",2.3,155,6000,2380,"No",15.2,5,188,103,67,39,28,14,2910,"USA","Oldsmobile Achieva",15881.33647,14634.93875,0,1,0,0,0,0,0,0
"425",235,"Compact",31,"None","Front","4",2.3,155,6000,2380,"No",15.2,5,188,103,67,39,28,14,2910,"USA","Oldsmobile Achieva",16065.37908,14634.93875,0,1,0,0,0,0,0,0
"426",314,"Compact",31,"None","Front","4",2.3,155,6000,2380,"No",15.2,5,188,103,67,39,28,14,2910,"USA","Oldsmobile Achieva",16065.37908,14634.93875,0,1,0,0,0,0,0,0
"427",783,"Compact",31,"None","Front","4",2.3,155,6000,2380,"No",15.2,5,188,103,67,39,28,14,2910,"USA","Oldsmobile Achieva",17011.69243,14634.93875,0,1,0,0,0,0,0,0
"428",509,"Compact",36,"None","Front","4",2.2,110,5200,2380,"Yes",15.2,5,182,101,66,38,25,13,2490,"USA","Chevrolet Cavalier",12834.92611,14689.95523,0,1,0,0,0,0,0,0
"429",1391,"Compact",36,"None","Front","4",2.2,110,5200,2380,"Yes",15.2,5,182,101,66,38,25,13,2490,"USA","Chevrolet Cavalier",12834.92611,14689.95523,0,1,0,0,0,0,0,0
"430",237,"Compact",36,"None","Front","4",2.2,110,5200,2380,"Yes",15.2,5,182,101,66,38,25,13,2490,"USA","Chevrolet Cavalier",13480.66587,14689.95523,0,1,0,0,0,0,0,0
"431",534,"Compact",36,"None","Front","4",2.2,110,5200,2380,"Yes",15.2,5,182,101,66,38,25,13,2490,"USA","Chevrolet Cavalier",14309.05313,14689.95523,0,1,0,0,0,0,0,0
"432",246,"Compact",36,"None","Front","4",2.2,110,5200,2380,"Yes",15.2,5,182,101,66,38,25,13,2490,"USA","Chevrolet Cavalier",14330.85417,14689.95523,0,1,0,0,0,0,0,0
"433",1463,"Compact",36,"None","Front","4",2.2,110,5200,2380,"Yes",15.2,5,182,101,66,38,25,13,2490,"USA","Chevrolet Cavalier",14330.85417,14689.95523,0,1,0,0,0,0,0,0
"434",796,"Compact",36,"None","Front","4",2.2,110,5200,2380,"Yes",15.2,5,182,101,66,38,25,13,2490,"USA","Chevrolet Cavalier",14617.26699,14689.95523,0,1,0,0,0,0,0,0
"435",1051,"Compact",36,"None","Front","4",2.2,110,5200,2380,"Yes",15.2,5,182,101,66,38,25,13,2490,"USA","Chevrolet Cavalier",14632.6652,14689.95523,0,1,0,0,0,0,0,0
"436",266,"Compact",36,"None","Front","4",2.2,110,5200,2380,"Yes",15.2,5,182,101,66,38,25,13,2490,"USA","Chevrolet Cavalier",14962.10355,14689.95523,0,1,0,0,0,0,0,0
"437",441,"Compact",36,"None","Front","4",2.2,110,5200,2380,"Yes",15.2,5,182,101,66,38,25,13,2490,"USA","Chevrolet Cavalier",14962.10355,14689.95523,0,1,0,0,0,0,0,0
"438",688,"Compact",36,"None","Front","4",2.2,110,5200,2380,"Yes",15.2,5,182,101,66,38,25,13,2490,"USA","Chevrolet Cavalier",14962.10355,14689.95523,0,1,0,0,0,0,0,0
"439",265,"Compact",36,"None","Front","4",2.2,110,5200,2380,"Yes",15.2,5,182,101,66,38,25,13,2490,"USA","Chevrolet Cavalier",15130.69337,14689.95523,0,1,0,0,0,0,0,0
"440",975,"Compact",36,"None","Front","4",2.2,110,5200,2380,"Yes",15.2,5,182,101,66,38,25,13,2490,"USA","Chevrolet Cavalier",15130.69337,14689.95523,0,1,0,0,0,0,0,0
"441",774,"Compact",36,"None","Front","4",2.2,110,5200,2380,"Yes",15.2,5,182,101,66,38,25,13,2490,"USA","Chevrolet Cavalier",15248.30055,14689.95523,0,1,0,0,0,0,0,0
"442",935,"Compact",36,"None","Front","4",2.2,110,5200,2380,"Yes",15.2,5,182,101,66,38,25,13,2490,"USA","Chevrolet Cavalier",15248.30055,14689.95523,0,1,0,0,0,0,0,0
"443",112,"Compact",36,"None","Front","4",2.2,110,5200,2380,"Yes",15.2,5,182,101,66,38,25,13,2490,"USA","Chevrolet Cavalier",15490.50484,14689.95523,0,1,0,0,0,0,0,0
"444",579,"Compact",36,"None","Front","4",2.2,110,5200,2380,"Yes",15.2,5,182,101,66,38,25,13,2490,"USA","Chevrolet Cavalier",15727.17575,14689.95523,0,1,0,0,0,0,0,0
"445",693,"Compact",36,"None","Front","4",2.2,110,5200,2380,"Yes",15.2,5,182,101,66,38,25,13,2490,"USA","Chevrolet Cavalier",16186.00331,14689.95523,0,1,0,0,0,0,0,0
"446",1157,"Sporty",26,"Driver only","Front","4",1.6,100,5750,2475,"Yes",11.1,4,166,95,65,36,19,6,2450,"USA","Mercury Capri",12874.47574,15089.4581752381,0,1,0,0,0,0,0,0
"447",1315,"Sporty",26,"Driver only","Front","4",1.6,100,5750,2475,"Yes",11.1,4,166,95,65,36,19,6,2450,"USA","Mercury Capri",13207.99613,15089.4581752381,0,1,0,0,0,0,0,0
"448",1032,"Sporty",26,"Driver only","Front","4",1.6,100,5750,2475,"Yes",11.1,4,166,95,65,36,19,6,2450,"USA","Mercury Capri",13307.55202,15089.4581752381,0,1,0,0,0,0,0,0
"449",582,"Sporty",26,"Driver only","Front","4",1.6,100,5750,2475,"Yes",11.1,4,166,95,65,36,19,6,2450,"USA","Mercury Capri",14070.68668,15089.4581752381,0,1,0,0,0,0,0,0
"450",321,"Sporty",26,"Driver only","Front","4",1.6,100,5750,2475,"Yes",11.1,4,166,95,65,36,19,6,2450,"USA","Mercury Capri",14085.9038,15089.4581752381,0,1,0,0,0,0,0,0
"451",133,"Sporty",26,"Driver only","Front","4",1.6,100,5750,2475,"Yes",11.1,4,166,95,65,36,19,6,2450,"USA","Mercury Capri",14371.24043,15089.4581752381,0,1,0,0,0,0,0,0
"452",399,"Sporty",26,"Driver only","Front","4",1.6,100,5750,2475,"Yes",11.1,4,166,95,65,36,19,6,2450,"USA","Mercury Capri",14505.35479,15089.4581752381,0,1,0,0,0,0,0,0
"453",1009,"Sporty",26,"Driver only","Front","4",1.6,100,5750,2475,"Yes",11.1,4,166,95,65,36,19,6,2450,"USA","Mercury Capri",14505.35479,15089.4581752381,0,1,0,0,0,0,0,0
"454",79,"Sporty",26,"Driver only","Front","4",1.6,100,5750,2475,"Yes",11.1,4,166,95,65,36,19,6,2450,"USA","Mercury Capri",14570.75821,15089.4581752381,0,1,0,0,0,0,0,0
"455",512,"Sporty",26,"Driver only","Front","4",1.6,100,5750,2475,"Yes",11.1,4,166,95,65,36,19,6,2450,"USA","Mercury Capri",14570.75821,15089.4581752381,0,1,0,0,0,0,0,0
"456",911,"Sporty",26,"Driver only","Front","4",1.6,100,5750,2475,"Yes",11.1,4,166,95,65,36,19,6,2450,"USA","Mercury Capri",14703.85135,15089.4581752381,0,1,0,0,0,0,0,0
"457",164,"Sporty",26,"Driver only","Front","4",1.6,100,5750,2475,"Yes",11.1,4,166,95,65,36,19,6,2450,"USA","Mercury Capri",15627.56789,15089.4581752381,0,1,0,0,0,0,0,0
"458",4,"Sporty",26,"Driver only","Front","4",1.6,100,5750,2475,"Yes",11.1,4,166,95,65,36,19,6,2450,"USA","Mercury Capri",15676.60509,15089.4581752381,0,1,0,0,0,0,0,0
"459",1307,"Sporty",26,"Driver only","Front","4",1.6,100,5750,2475,"Yes",11.1,4,166,95,65,36,19,6,2450,"USA","Mercury Capri",15676.60509,15089.4581752381,0,1,0,0,0,0,0,0
"460",223,"Sporty",26,"Driver only","Front","4",1.6,100,5750,2475,"Yes",11.1,4,166,95,65,36,19,6,2450,"USA","Mercury Capri",15701.28527,15089.4581752381,0,1,0,0,0,0,0,0
"461",302,"Sporty",26,"Driver only","Front","4",1.6,100,5750,2475,"Yes",11.1,4,166,95,65,36,19,6,2450,"USA","Mercury Capri",15857.98653,15089.4581752381,0,1,0,0,0,0,0,0
"462",26,"Sporty",26,"Driver only","Front","4",1.6,100,5750,2475,"Yes",11.1,4,166,95,65,36,19,6,2450,"USA","Mercury Capri",15918.46624,15089.4581752381,0,1,0,0,0,0,0,0
